,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind
273,Bambanglipuro,8,ID,1554509506,95,-7.95,110.28,74.37,4.05
274,Vanavara,0,RU,1554509536,78,60.35,102.28,21.9,2.59
275,Ribeira Grande,20,PT,1554509313,95,38.52,-28.7,61.41,18.81
276,Kuusamo,75,FI,1554508200,92,65.96,29.19,17.6,2.24
277,Saint-Leu,0,RE,1554509425,60,-21.15,55.28,77.0,5.82
278,Saint-Augustin,92,FR,1554509365,93,44.83,-0.61,51.01,8.05
279,Inhambane,8,MZ,1554509543,100,-23.87,35.38,73.47,4.72
280,Fukue,20,JP,1554509340,59,35.03,136.69,64.0,12.75
281,Prince Rupert,75,CA,1554505200,76,54.32,-130.32,51.8,0.92
282,Dingle,44,PH,1554509322,78,11.0,122.67,80.31,7.4
283,Iranduba,40,BR,1554505200,83,-3.28,-60.19,84.2,4.7
284,Fonte Boa,44,BR,1554509413,90,-2.51,-66.09,79.77,6.96
285,Mezen,0,RU,1554509550,86,65.85,44.24,19.38,2.37
286,Salinas,1,US,1554509526,59,36.67,-121.66,64.4,8.05
287,Sobradinho,92,BR,1554509553,85,-29.41,-53.03,63.3,4.94
288,Alpena,90,US,1554509446,93,45.06,-83.43,39.2,1.7
289,Touros,20,BR,1554505200,88,-5.2,-35.46,78.8,3.36
290,Kathmandu,75,NP,1554506400,100,27.71,85.32,60.8,3.36
291,Ortona,0,IT,1554509442,93,42.35,14.4,48.0,4.7
292,Camacha,40,PT,1554507000,71,33.08,-16.33,59.0,12.75
293,Angoche,20,MZ,1554509561,100,-16.23,39.91,80.76,4.16
294,Tessalit,0,ML,1554509444,27,20.2,1.01,74.37,9.08
295,Nanga Eboko,44,CM,1554509563,97,4.68,12.37,71.58,7.29
296,Lima,40,PE,1554509405,83,-12.06,-77.04,72.0,11.41
297,Mount Hagen,12,PG,1554509566,83,-5.86,144.23,64.83,2.59
298,Sao Joao da Barra,0,BR,1554505200,83,-21.64,-41.05,80.6,11.41
299,Khatra,20,IN,1554509569,97,22.98,86.85,72.93,5.61
300,Calbuco,75,CL,1554508800,87,-41.77,-73.13,51.8,3.36
301,Zonguldak,8,TR,1554509571,89,41.25,31.83,40.98,2.59
302,Tambun,75,MY,1554505200,88,4.62,101.14,78.8,3.36
303,Dzaoudzi,75,YT,1554507000,88,-12.79,45.27,82.4,4.7
304,Port Blair,0,IN,1554509472,100,11.67,92.75,83.28,4.72
305,Talara,0,PE,1554509576,63,-4.58,-81.27,77.25,8.75
306,Itoman,20,JP,1554508560,69,26.12,127.67,75.2,4.7
307,Kokoda,20,PG,1554509579,86,-8.88,147.74,72.39,1.14
308,Deputatskiy,76,RU,1554509437,86,69.3,139.9,15.15,3.94
309,Cape Coast,8,GH,1554509582,85,5.11,-1.24,78.51,4.61
310,Bonney Lake,40,US,1554509579,76,47.19,-122.17,54.0,13.87
311,Safranbolu,8,TR,1554509584,85,41.25,32.69,38.28,2.37
312,Kiama,75,AU,1554509530,64,-34.67,150.86,75.99,6.93
313,Soloneshnoye,88,RU,1554509587,99,51.65,84.32,39.63,3.6
314,Shingu,20,JP,1554505200,58,33.72,135.99,59.0,10.29
315,Gunjur,0,GM,1554505200,64,13.18,-16.76,73.4,11.41
316,Hobyo,92,SO,1554509592,87,5.35,48.53,79.68,9.19
317,Amuntai,20,ID,1554509563,88,-2.42,115.25,78.15,1.7
318,Sulangan,64,PH,1554509594,100,11.14,123.72,79.86,8.52
319,Adamovka,32,RU,1554509596,78,51.52,59.94,26.49,2.26
320,Kaeo,8,NZ,1554509286,74,-35.1,173.78,68.0,5.99
321,Luderitz,24,NA,1554509559,76,-26.65,15.16,59.97,17.02
322,Tazovskiy,80,RU,1554509356,93,67.47,78.7,24.33,20.27
323,Buala,92,SB,1554509601,78,-8.15,159.59,86.79,3.6
324,Hambantota,0,LK,1554509602,100,6.12,81.12,79.77,4.94
325,Sinnamary,100,GF,1554509603,91,5.38,-52.96,81.03,11.65
326,Moerai,24,PF,1554509559,100,-22.43,-151.33,78.78,5.73
327,Berlevag,0,NO,1554509606,100,70.86,29.09,24.87,10.76
328,Ust-Kalmanka,92,RU,1554509607,91,52.12,83.31,36.3,6.4
329,Sao Desiderio,92,BR,1554509609,100,-12.36,-44.97,67.89,4.72
330,Astana,90,KZ,1554507000,80,51.13,71.43,33.8,8.95
331,Lar,24,IR,1554509612,41,27.66,54.32,58.53,1.59
332,Salalah,20,OM,1554504600,74,17.01,54.1,80.6,4.7
333,Iberia,24,PE,1554509614,97,-11.41,-69.49,76.08,1.81
334,Gros-Morne,24,CA,1554509616,56,49.25,-65.55,27.57,14.56
335,Misratah,44,LY,1554509531,92,32.38,15.09,60.96,16.8
336,Oranjestad,20,AW,1554508800,69,12.52,-70.03,80.6,19.46
337,Burns Lake,92,CA,1554509619,92,54.23,-125.76,43.68,3.6
338,Saquena,24,PE,1554509621,89,-4.67,-73.52,81.57,2.48
339,Dalmatovo,0,RU,1554509622,63,56.26,62.94,22.44,6.06
340,Port-Gentil,20,GA,1554505200,100,-0.72,8.78,77.0,0.92
341,Viedma,0,AR,1554509625,31,-40.81,-62.99,66.81,15.79
342,Bugiri,0,UG,1554509626,85,0.57,33.75,70.32,4.61
343,Cidreira,92,BR,1554509622,94,-30.17,-50.22,68.25,9.19
344,Villanueva de Cordoba,0,ES,1554507000,93,38.32,-4.63,46.4,6.93
345,Kalmunai,0,LK,1554509630,100,7.42,81.82,72.66,2.93
346,Santa Rosa,0,AR,1554509633,42,-36.62,-64.29,58.8,8.75
347,Chernyshevskiy,0,RU,1554509635,81,63.01,112.47,21.0,3.15
348,Raudeberg,0,NO,1554507008,93,61.99,5.14,42.01,1.12
349,Det Udom,92,TH,1554507000,88,14.9,105.08,77.0,3.36
350,Cayenne,92,GF,1554508800,94,4.94,-52.33,75.2,9.08
351,Alveringem,56,BE,1554509624,81,51.01,2.71,48.0,4.7
352,Kupang,75,ID,1554507000,88,-10.16,123.6,77.0,10.29
353,Chupa,0,PE,1554508800,43,-15.11,-69.99,50.0,4.7
354,Mulki,0,PL,1554509591,65,49.81,20.51,48.0,6.93
355,Sale,80,GB,1554509527,75,53.42,-2.32,46.99,4.7
356,Makakilo City,1,US,1554509548,51,21.35,-158.09,84.2,16.11
357,Pangnirtung,80,CA,1554509648,76,66.15,-65.72,17.4,4.61
358,Clyde,8,NZ,1554508835,75,-45.19,169.32,44.01,4.0
359,Eskil,0,TR,1554509651,88,38.4,33.41,39.9,4.5
360,Aguadulce,75,PA,1554509334,74,8.24,-80.54,84.99,11.41
361,Diego de Almagro,0,CL,1554509653,73,-26.39,-70.05,63.48,2.59
362,Barghat,88,IN,1554509655,80,22.03,79.74,65.91,2.93
363,Nizwa,36,OM,1554509631,35,22.93,57.53,66.63,1.36
364,Necochea,0,AR,1554503505,60,-38.55,-58.74,60.01,1.01
365,Hervey Bay,40,AU,1554509420,57,-25.3,152.85,84.0,12.75
366,Constitucion,90,MX,1554509415,12,23.99,-104.67,75.2,16.11
367,Castilho,12,BR,1554509661,68,-20.87,-51.49,82.2,5.39
368,Port Hardy,75,CA,1554508080,71,50.7,-127.42,50.0,9.17
369,Zhigansk,44,RU,1554509525,79,66.77,123.37,25.68,5.61
370,Sangar,44,RU,1554509665,69,63.92,127.47,27.21,1.03
371,Comodoro Rivadavia,0,AR,1554505200,28,-45.87,-67.48,69.8,14.99
372,Vila Franca do Campo,75,PT,1554509404,82,37.72,-25.43,57.2,16.11
373,Meadow Lake,75,CA,1554505200,52,54.13,-108.44,41.0,11.41
374,Koumac,68,NC,1554509607,83,-20.56,164.28,77.52,7.4
375,Lukovetskiy,0,RU,1554507000,79,64.29,41.92,23.0,6.71
376,Nyagan,0,RU,1554509672,80,62.14,65.43,20.91,5.95
377,Harnai,0,PK,1554509673,36,30.1,67.94,58.17,3.15
378,Sur,76,OM,1554509675,76,22.57,59.53,82.11,5.39
379,Mwinilunga,56,ZM,1554509676,92,-11.73,24.43,63.93,3.38
380,Labuhan,12,ID,1554509677,86,-2.54,115.51,77.61,2.71
381,Gamba,8,CN,1554509678,82,28.28,88.52,-3.13,1.92
382,Alexandria,90,US,1554509134,77,31.31,-92.44,73.0,4.7
383,Yovon,20,TJ,1554507000,87,38.32,69.05,55.4,4.47
384,Tupik,80,RU,1554509682,67,54.43,119.94,27.3,7.4
385,Ada,90,US,1554509601,93,47.3,-96.52,42.8,6.93
386,Broome,48,GB,1554509529,87,52.47,1.45,46.0,6.93
387,Katherine,64,AU,1554508800,65,-14.47,132.26,82.4,8.05
388,Inirida,0,CO,1554509687,76,3.87,-67.92,82.38,1.59
389,Cascais,40,PT,1554509431,87,38.7,-9.42,52.0,6.93
390,Vestmannaeyjar,0,IS,1554509690,95,63.44,-20.27,37.2,11.65
391,Suluq,100,LY,1554509691,85,31.67,20.25,63.3,15.79
392,Muli,0,IN,1554509692,77,22.62,71.45,73.2,9.64
393,Francisco Sa,20,BR,1554509694,84,-16.48,-43.49,71.67,2.93
394,Fagernes,88,NO,1554509695,98,60.99,9.24,26.85,2.26
395,Morgan City,90,US,1554509445,88,29.7,-91.21,77.0,5.28
396,Ust-Maya,24,RU,1554509698,67,60.42,134.54,29.01,3.71
397,Namibe,0,AO,1554509663,100,-15.19,12.15,77.7,4.72
398,Miram Shah,8,PK,1554509508,32,33.01,70.07,51.78,3.71
399,Tigil,48,RU,1554509701,92,57.8,158.67,35.58,7.96
400,Dengzhou,0,CN,1554509703,90,32.69,112.08,59.34,7.29
401,Port Hedland,0,AU,1554508800,47,-20.31,118.58,80.6,8.05
402,Mahon,90,IE,1554507000,93,51.89,-8.4,42.8,10.29
403,Gutierrez,0,BR,1554505200,65,-20.26,-43.81,78.8,5.82
404,Bhakkar,0,PK,1554509708,57,31.63,71.07,66.45,5.28
405,Airai,100,TL,1554509620,88,-8.93,125.41,72.21,2.37
406,Muros,75,ES,1554509705,93,42.77,-9.06,48.0,8.05
407,Jinji,64,CN,1554509712,98,22.16,112.49,69.42,3.71
408,Terrace,90,CA,1554508200,66,54.52,-128.61,51.8,10.29
409,Pagudpud,40,PH,1554505200,88,18.56,120.79,77.0,3.36
410,Ritchie,0,ZA,1554505200,87,-29.03,24.6,53.6,5.82
411,Saint-Cyr-sur-Loire,0,FR,1554509694,70,47.41,0.67,44.6,8.05
412,Bubaque,8,GW,1554509440,83,11.28,-15.83,83.64,13.22
413,Nelson Bay,24,AU,1554509458,78,-32.72,152.14,75.0,9.17
414,Maltahohe,0,NA,1554509721,39,-24.83,16.98,56.46,9.75
415,Liaocheng,0,CN,1554509722,50,36.44,115.96,54.93,14.0
416,Pyapon,0,MM,1554509724,100,16.29,95.68,76.17,8.97
417,Quevedo,76,EC,1554509725,99,-1.02,-79.47,63.75,2.15
418,Denpasar,20,ID,1554507000,88,-8.65,115.22,80.6,2.24
419,Ust-Kuyga,64,RU,1554509727,88,70.0,135.55,19.29,3.38
420,Shemonaikha,92,KZ,1554509729,91,50.63,81.92,35.13,4.16
421,Dasoguz,0,TM,1554508800,75,41.84,59.97,46.4,9.17
422,Gander,40,CA,1554509526,62,48.95,-54.61,24.8,21.92
423,Yar-Sale,76,RU,1554509638,88,66.83,70.83,22.98,31.79
424,Mehamn,0,NO,1554509734,74,71.03,27.85,19.83,7.4
425,Anadyr,0,RU,1554509551,78,64.73,177.51,12.0,11.18
426,La Union,48,GT,1554509736,80,14.97,-89.29,75.27,2.37
427,Otuzco,0,PE,1554508800,88,-7.9,-78.57,69.8,8.05
428,Coruripe,32,BR,1554509546,96,-10.12,-36.18,82.65,10.98
429,Sarai,40,IN,1554507000,88,25.78,85.28,75.2,11.41
430,Okoneshnikovo,0,RU,1554509741,86,54.84,75.08,23.61,5.95
431,Jiuquan,0,CN,1554509743,53,39.73,98.49,34.77,6.51
432,Vao,8,EE,1554509592,77,59.1,26.19,30.45,4.27
433,Kulim,75,MY,1554507000,94,5.37,100.55,78.8,2.24
434,Mount Isa,8,AU,1554508800,48,-20.73,139.49,82.4,12.75
435,La Merced,0,PE,1554509748,100,-11.06,-75.33,51.78,1.48
436,Wawa,0,NG,1554509750,56,9.9,4.41,79.14,4.38
437,Iracoubo,76,GF,1554509459,72,5.48,-53.21,79.23,6.29
438,Masunga,12,BW,1554509752,52,-20.62,27.45,62.04,4.72
439,Matara,0,PE,1554509753,43,-13.74,-72.9,45.75,2.15
440,Nemuro,75,JP,1554507000,74,43.32,145.57,35.6,12.75
441,Obo,0,CF,1554509756,84,5.39,26.49,64.38,2.93
442,Mattru,8,SL,1554509757,81,7.62,-11.83,79.77,4.72
443,Honavar,24,IN,1554509759,100,14.28,74.45,76.35,4.27
444,Gizo,75,IL,1554509750,87,31.8,34.94,57.99,1.12
445,Gushikawa,40,JP,1554509550,69,26.35,127.87,75.2,4.7
446,Ndola,56,ZM,1554509763,86,-12.97,28.64,63.3,5.06
447,Conde,64,BR,1554509764,96,-11.81,-37.61,79.23,7.07
448,Praia da Vitoria,20,PT,1554508808,82,38.73,-27.07,59.0,23.29
449,Husavik,0,CA,1554509731,89,50.56,-96.99,35.01,4.0
450,El Paso,20,US,1554509477,16,31.76,-106.49,75.2,20.8
451,Qasigiannguit,0,GL,1554508200,74,68.82,-51.19,32.0,32.21
452,Nome,90,US,1554509555,78,30.04,-94.42,77.0,6.93
453,Baoqing,48,CN,1554509772,48,46.32,132.2,41.07,8.08
454,Paamiut,92,GL,1554509773,88,61.99,-49.67,34.14,27.09
455,San Policarpo,64,PH,1554509775,93,12.18,125.51,80.85,8.97
456,Nouadhibou,8,MR,1554505200,77,20.93,-17.03,64.4,17.22
457,Mocuba,32,MZ,1554509777,94,-16.84,36.99,73.29,4.38
458,Faanui,68,PF,1554509778,100,-16.48,-151.75,84.54,14.67
459,Monterey,1,US,1554509592,59,36.6,-121.89,64.4,8.05
460,North Platte,1,US,1554509577,35,41.12,-100.77,73.99,5.82
461,Debre Birhan,64,ET,1554509782,87,9.68,39.53,50.88,0.69
462,Abu Samrah,88,SY,1554509783,98,35.3,37.18,52.23,4.16
463,Bom Jesus,92,BR,1554509785,97,-9.08,-44.36,70.68,4.38
464,Bathsheba,75,BB,1554508800,83,13.22,-59.52,75.2,25.28
465,Starogard Gdanski,0,PL,1554509729,66,53.96,18.53,52.0,10.29
466,Saint-Junien,0,FR,1554509717,46,45.89,0.9,50.0,8.05
467,Guanare,32,VE,1554509722,49,9.04,-69.74,85.98,4.61
468,Phetchaburi,8,TH,1554505200,83,13.1,99.94,78.8,3.36
469,Boras,0,SE,1554509644,48,57.72,12.94,48.99,8.05
470,Rosetown,68,CA,1554509747,57,51.55,-107.99,46.0,10.0
471,Olinda,75,EC,1554509778,78,-2.03,-79.75,82.4,5.82
472,Lat Yao,44,TH,1554509797,92,15.75,99.79,71.58,0.58
473,Port Macquarie,32,AU,1554509705,73,-31.43,152.91,78.01,1.12
474,Houma,0,CN,1554509521,49,35.63,111.36,53.4,2.04
475,Huarmey,8,PE,1554509801,80,-10.07,-78.15,67.98,2.93
476,Ponta Delgada,75,PT,1554509763,82,37.73,-25.67,57.2,13.87
477,Kruisfontein,0,ZA,1554509803,87,-34.0,24.73,58.8,8.63
478,Kamsack,1,CA,1554505200,55,51.56,-101.9,39.2,6.93
479,Nakamura,20,JP,1554509640,58,35.17,136.87,64.0,2.24
480,Udaipura,36,IN,1554509808,56,23.07,78.51,73.02,3.83
481,Wajima,40,JP,1554505200,61,37.4,136.9,48.2,9.17
482,Mamallapuram,20,IN,1554507000,94,12.63,80.17,80.6,5.82
483,Severo-Yeniseyskiy,20,RU,1554509812,74,60.37,93.04,17.85,4.38
484,Wilmington Island,5,US,1554509795,68,32.0,-80.97,77.0,9.17
485,Shalya,8,RU,1554509815,69,57.25,58.73,18.12,2.59
486,Banda Aceh,0,ID,1554509816,98,5.56,95.32,74.64,1.59
487,Soanierana Ivongo,88,MG,1554509818,100,-16.92,49.59,76.8,6.4
488,Kajaani,90,FI,1554508200,89,64.22,27.73,32.0,5.82
489,Kisangani,20,CD,1554509820,87,0.52,25.21,78.33,3.94
490,Gallup,75,US,1554504780,17,35.53,-108.74,60.8,16.11
491,Sorland,0,NO,1554509539,100,67.67,12.69,38.1,3.71
492,Thasos,0,GR,1554509809,71,40.78,24.71,53.01,5.06
493,Sainte-Maxime,75,FR,1554509813,87,43.31,6.64,50.0,4.7
494,Luanda,75,AO,1554505200,94,-8.83,13.24,77.0,8.05
495,Sedro-Woolley,75,US,1554509821,71,48.5,-122.23,53.6,13.87
496,Thinadhoo,0,MV,1554509829,100,0.53,72.93,83.1,2.71
497,Nchelenge,44,ZM,1554509830,99,-9.35,28.74,65.82,2.26
498,San Andres,12,PH,1554509832,99,13.32,122.68,81.48,6.73
499,Shouguang,0,CN,1554509834,35,36.88,118.73,72.12,10.31
500,Saint-Pierre,24,FR,1554509825,80,48.95,4.24,41.0,4.7
501,Tagusao,8,PH,1554509837,86,9.19,117.81,81.3,2.04
502,Ayagoz,32,KZ,1554509578,85,47.96,80.43,38.82,8.63
503,Vilyuysk,0,RU,1554509840,68,63.75,121.63,30.0,2.59
504,Broken Hill,0,AU,1554505200,63,-31.97,141.45,66.2,18.34
505,Kodinsk,0,RU,1554509842,79,58.6,99.18,16.68,2.37
506,Sola,0,NO,1554509841,53,58.89,5.65,52.0,6.93
507,Sadove,0,UA,1554509845,66,48.03,38.4,26.4,2.93
508,Vikindu,20,TZ,1554505200,94,-6.98,39.3,78.8,2.93
509,Flin Flon,75,CA,1554505200,58,54.77,-101.88,32.0,4.7
510,Manutuke,80,NZ,1554509411,97,-38.68,177.91,54.0,15.01
511,Daru,44,SL,1554509850,85,7.99,-10.85,76.71,7.18
512,Antofagasta,0,CL,1554508800,82,-23.65,-70.4,64.4,6.93
513,Ancud,75,CL,1554508800,87,-41.87,-73.83,50.0,4.83
514,Petropavlovsk-Kamchatskiy,40,RU,1554507000,74,53.05,158.65,37.4,8.95
515,Isiro,8,CD,1554509855,90,2.77,27.62,71.49,1.14
516,Haicheng,80,CN,1554509857,23,40.85,122.74,48.54,3.94
517,Ponazyrevo,24,RU,1554509858,81,58.36,46.31,25.05,2.37
518,Erenhot,0,CN,1554509859,43,43.65,111.97,32.88,11.43
519,Novska,0,HR,1554509703,93,45.34,16.98,41.0,1.12
520,Rocha,0,UY,1554509862,69,-34.48,-54.34,61.77,10.87
521,Marzuq,64,YE,1554509863,86,14.4,46.47,56.01,2.48
522,Esna,24,RO,1554509865,91,45.2,27.57,38.73,5.17
523,San Luis,0,AR,1554509867,31,-33.3,-66.34,58.53,6.96
524,Lipari,40,IT,1554509861,82,38.47,14.95,60.01,10.29
525,Iquique,0,CL,1554508800,68,-20.22,-70.14,71.6,11.41
526,Fortuna Foothills,20,US,1554509645,27,32.66,-114.41,79.0,9.17
527,Tefe,0,BR,1554504300,83,-3.35,-64.71,84.2,5.5
528,Borogontsy,0,RU,1554509873,61,62.67,131.17,29.28,3.71
529,Severnoye,56,RU,1554509855,98,54.09,52.54,32.52,3.15
530,Georgiyevka,24,RU,1554509876,80,52.25,40.45,28.02,2.93
531,Boa Vista,0,BR,1554505200,45,2.82,-60.67,87.8,11.41
532,Vila,75,IT,1554509654,70,45.18,8.4,52.0,2.24
533,Chenzhou,0,CN,1554509880,92,25.81,113.03,61.05,4.16
534,Nishihara,1,JP,1554509714,30,35.74,139.53,63.0,5.82
535,Innisfail,90,CA,1554509715,61,52.02,-113.95,48.2,18.34
536,Bongaree,75,AU,1554509857,60,-27.08,153.16,79.0,9.17
537,Belaya Gora,56,RU,1554509885,99,68.54,146.19,22.44,5.39
538,Yola,100,NG,1554509887,59,9.26,12.45,82.2,2.37
539,San Patricio,92,PY,1554509888,83,-26.98,-56.83,64.83,6.4
540,Marienburg,75,DE,1554509872,100,52.12,9.98,45.0,3.36
541,Marsa Matruh,0,EG,1554505200,82,31.35,27.25,62.6,19.46
542,Fortuna,0,ES,1554509659,57,38.18,-1.13,53.01,6.93
543,Warrington,0,GB,1554509881,65,53.39,-2.59,46.99,12.75
544,Livny,8,RU,1554509895,85,52.43,37.61,27.48,2.82
545,Santiago del Estero,32,AR,1554509896,53,-27.8,-64.26,62.22,6.4
546,Manitouwadge,88,CA,1554509897,82,49.12,-85.84,35.58,5.17
547,Bantou,44,CN,1554509899,88,26.22,117.49,59.7,2.71
